code,billing_id,name,company,destination,facility_type
FRONEVM,144900,FRONTIER NEVADA (A CITIZENS COMM. CO.),681,digalert@ftr.com,UNKN
FRNPAT,144930,FRONTIER (PATTERSON),682,emailtkts.nca1@qmanager.utiliquest.com,UNKN
FRUWTR,144943,FRUITRIDGE VISTA WTR,683,rcurtis@fruitridgevista.com,UNKN
FULWTR,145003,FULTON WATER CO.,684,fultonwater@yahoo.com,UNKN
GRMINC,145157,G-REM INC.,685,jfarris@g-rem.com,UNKN
GARSAN,145312,GARBERVILLE SANI DIST,686,ops@garbervillesd.org,UNKN
GFAWTR,145331,GARDEN FARMS COM WTR,687,manager@gfcwd.org,UNKN
GRAGID,145334,GARDNERVILLE RANCHOS GENERAL IMPROVEMENT,688,gragid@webtms.usan.org,UNKN
GARWTR,145345,GARDNERVILLE WATER CO.,689,7757822491,UNKN
GASPIP,145348,GAS PIPELINE SERVICES INC.,690,145348@webtms.usan.org,UNKN
GASCSD,145352,GASQUET COMMUNITY SERVICES DISTRICT,691,mjmorgan2@gmail.com,UNKN
GBISCO,145542,"GBIS COMMUNICATIONS,LLC",692,support@greatbasin.net,C
GEHNUC,145637,GE HITACHI NUCLEAR ENERGY LLC,693,michael.schrag@ge.com,UNKN
GDIPUD,145786,GEORGETOWN DIVIDE PUD,694,usa@gd-pud.org,UNKN
GLFCSD,145814,GERBER LAS FLORES CSD,695,gerberwater@att.net,UNKN
GERLAC,145992,GERLACH GENERAL IMPROVEMENT DISTRICT,696,gerlachgid@gmail.com,UNKN
GILENR,146170,GILROY ENERGY CENTER LLC,697,erik.price@calpine.com,UNKN
GILFRI,146259,GILROY ENERGY CENTER LLC FEATHER RIVER,698,andrewg@calpine.com,UNKN
GECLEC,146281,"GILROY ENERGY CENTER,LLC FOR LAMBIE ENER",699,solanoops@calpine.com,UNKN
GECWEC,146303,"GILROY ENERGY CENTER,LLC FOR WOLFSKILL E",700,allison.bryan@calpine.com,UNKN
GILYUB,146348,GILROY ENERGY CENTER LLC YUBA CITY ENERG,701,andrewg@calpine.com,UNKN
GBWTCO,146437,GLENBROOK WATER COOPERATIVE,702,gbwtco@webtms.usan.org,UNKN
GLDWTR,146526,GLIDE WATER DISTRICT,703,kwd4debbie@att.net,UNKN
GOWGID,146574,"GOLCONDA WATER, GID",704,ben.garrett@hcnv.us,UNKN
GCOWTR,146579,GOLD COUNTRY WATER,705,GCOWTR@webtms.usan.org,UNKN
GMNCSD,146606,GOLD MOUNTAIN CSD,706,goldmtncsd@sbcglobal.net,UNKN
BRIDGE,146631,GOLDEN GATE BRIDGE,707,ggbalert@goldengate.org,UNKN
GOLHIL,146644,"GOLDEN HILLS NORTH WIND, LLC.",708,golhil@webtms.usan.org,UNKN
GHICSD,146658,GOLDEN HILLS CSD,709,dlee@ghcsd.com,UNKN
GHWLLC,146659,GOLDEN HILLS WIND LLC,710,ghwllc@webtms.usan.org,UNKN
GHWLLCN,146659,GOLDEN HILLS WIND LLC,710,roy.joiner@nee.com,UNKN
GSUSAC,146660,GOLDEN STATE UTILITY CO.,711,emailtkts.nca1@qmanager.utiliquest.com,C
GSUBAY,146660,GOLDEN STATE UTILITY CO.,711,emailtkts.nca1@qmanager.utiliquest.com,C
GSUFRE,146660,GOLDEN STATE UTILITY CO.,711,emailtkts.nca1@qmanager.utiliquest.com,C
GSTWTR,146661,GOLDEN STATE WATER COMPANY,712,RC-USA@gswater.com,UNKN
GSTWTC,146663,GOLDEN STATE WATER CO - CCC,713,alertbaypoint@gswater.com,UNKN
GSTATE,146664,GOLDEN STATE WATER COMPANY,714,ClearlakeCSA@gswater.com,UNKN
GOLDMD,146665,"GOLDSIDE, MD-27",715,sdistricts@madera-county.com,UNKN
GOLWT2,146676,GOLDEN STATE WATER CO. 2,716,alertsmaria@gswater.com,UNKN
GOLWTR,146676,GOLDEN STATE WATER CO.,716,alertlososos@gswater.com,UNKN
GOOGLE,146688,GOOGLE,717,google@webtms.usan.org,C
GOOGLEN,146688,GOOGLE,717,mdr.locating@gmail.com,UNKN
GOOGFB,146693,"GOOGLE FIBER CA, LLC",718,googfb@webtms.usan.org,UNKN
GHECTR,146699,"GOOSE HAVEN ENERGY CENTER, LLC",719,solanoops@calpine.com,UNKN
GOSHEN,146705,GOSHEN COMMUNITY SERVICES DISTRICT,720,mfleming.goshencsd@yahoo.com,UNKN
GRTHUN,146708,GRADUATE THEOLOGICAL UNION,721,sargyris@gtu.edu,UNKN
GRASAN,146711,GRANADA SANITARY DIST,722,sausan@webtms.usan.org,UNKN
GVTGID,146715,GRAND VIEW TERRACE GID,723,shelleymoore@charter.net,UNKN
GFOWTR,146724,GRAVELY FORD WTR DIST,724,donroberts717@gmail.com,UNKN
GOAWTR,146730,GREAT OAKS WATER CO.,725,goawtr@webtms.usan.org,UNKN
GRMWCO,146732,GREEN RIVER MUTUAL WATER CO.,726,grmwco@gmail.com,UNKN
GRNCOM,146734,"GREENFIELD COMMUNICATIONS, INC.",727,jespinosa@egreenfield.com,C
GRNWTR,146737,GREENFIELD CO WTR DIST,728,greenfieldcountywater@gmail.com,UNKN
GHCCSD,146743,GREEN HORN CREEK CSD,729,randp@psln.com,UNKN
GREKA1,146746,GREKA,730,asp@greka.com,UNKN
GENIRR,146750,GRIMMWAY ENTERPRISES,731,jpotter@grimmway.com,UNKN
GRZCSD,146756,GRIZZLY FLATS CSD,732,gfplant@sbcglobal.net,W
GLKCSD,146759,GRIZZLY LAKE CSD,733,TBARRONGLCSD@GMAIL.COM,UNKN
GROCSD,146770,GROVELAND COMMUNITY SERVICES DIST,734,lmelchor@gcsd.org,UNKN
GUACSD,146777,GUALALA COM SVC DIST,735,gcsdplant@gmail.com,UNKN
QUAILV,146778,QUAIL VALLEY WATER DISTRICT,736,quailv@webtms.usan.org,W
HACBPK,146780,HACIENDA OWNERS ASSC.,737,usa@hacienda.org,UNKN
HAMCSD,146786,HAMILTON BRANCH C.S.D.,738,hbcsd@frontier.com,UNKN
HBMWTR,146787,HAMILTON BRANCH MUTUAL WATER CO.,739,spartan1@citlink.com,UNKN
HAMCTY,146788,HAMILTON CITY CSD,740,hccsdgm@att.net,UNKN
HAPCSD,146789,HAPPYCAMP COM SVC DIST,741,hccsd@sisqtel.net,UNKN
HAPSAN,147237,HAPPY CAMP SANITARY DISTRICT,742,hcsd@sisqtel.net,UNKN
HAPVLY,147686,HAPPY VALLEY TELEPHONE,743,tdscablelocates@tdstelecom.com,UNKN
HVMWTR,147765,HARBOR VIEW MUTUAL WATER CO,744,rivierawest@gmail.com,UNKN
HARPWR,147844,HARNEY ELECTRIC COOP,745,jeff.whiteaker@harneyelectric.org,UNKN
HAWUTL,147870,HAWTHORNE UTILITIES,746,lg89415@gmail.com,W
HRTSMT,147898,"HEART OF SAN MATEO, LLC",747,gil@dfj.com,UNKN
HEMWTR,147924,HEIGHTS MUTUAL WATER,748,rruwater@sonic.net,UNKN
HENRIK,147937,HENRIK NIELSEN-LANDOWNR,749,henrikhn@aol.com,UNKN
HRACSD,147976,HERITAGE RANCH COMMUNITY SERVICES DIST,750,contact.us@heritageranchcsd.com,UNKN
HERPUD,148042,HERLONG PUBLIC UTILITY DISTRICT,751,pat@herlongpud.com,UNKN
HETCHY,148075,HETCH HETCHY WATER & POWER,752,hetchy@webtms.usan.org,UNKN
HIDLAK,148191,"HIDDEN LAKES, MD-1",753,sdistricts@madera-county.com,UNKN
HVACSD,148200,HIDDEN VALLEY LAKE CSD,754,dwhite@hiddenvalleylakecsd.com,W
HIWIND,148207,HIGH WINDS LLC.,755,hiwind@webtms.usan.org,UNKN
HILWTR,148214,HIGHLANDS WATER CO.,756,jeff@highlandswater.com,UNKN
HCMWUA,148227,HILLCREST MANOR WATER USERS ASSOCIATION,757,utilityservicesllc@gmail.com,UNKN
HILIRR,148241,HILLS VALLEY IRR DIST,758,kelweg1@aol.com,UNKN
HLLWTR,148254,HILLVIEW WATER CO.,759,h2o1@sti.net,UNKN
HCOWTR,148261,HILMAR COUNTY WATER DIST,760,curtis@hilmarcwd.org,UNKN
HICCSD,148277,HILTON CREEK CSD,761,muircat7@aol.com,UNKN
HVASAN,148294,HOMESTEAD VALLEY SANI DIST,762,office@marin-rotorooter.com,UNKN
HONWTR,148321,"HONEYWELL, INC.",763,oscar.correa@ch2m.com,UNKN
HOVPUD,148347,HOOPA VALLEY PUBLIC UTILITIES DISTRICT,764,babsferris@yahoo.com,UNKN
HOPPUD,148372,HOPLAND PUB UTIL DIST,765,operators@willowcwd.org,UNKN
HORCTV,148398,HORIZON CABLE TV,766,support@horizoncable.net,UNKN
HORTEL,148425,HORNITOS TELEPHONE,767,tdscablelocates@tdstelecom.com,UNKN
HMOWTR,148478,HOWELL MOUNTAIN MW CO,768,hmmwco1@napanet.net,UNKN
HUMBAY,148531,HUMBOLDT BAY MUNI WTR,769,essex@hbmwd.com,UNKN
HUMCSD,148636,HUMBOLDT COM SVC DIST,770,hcsdusanorthmessages@humboldtcsd.org,UNKN
COHUMC,148644,HUMBOLDT COUNTY RURAL MCDERM,771,ben.garrett@hcnv.us,UNKN
COHUOR,148644,HUMBOLDT COOUNTY RURAL OROVADA,771,Orovadagid@hotmail.com,UNKN
COHUPV,148644,HUMBOLDT COUNTY RURAL P. VLY,771,ben.garrett@hcnv.us,UNKN
HUMSTU,148648,HUMBOLDT STATE UNIVERSITY,772,humstu@webtms.usan.org,UNKN
HUMTEL,148652,HUMBOLDT TELEPHONE COMPANY,773,csr_oiu@oiutelecom.net,C
HUNCOM,148685,HUNTER COMM INC,774,locate@hunterfiber.com,UNKN
HYDWTR,148719,HYDESVILLE CO WTR DIST,775,hcwd@suddenlinkmail.com,UNKN
INCLIN,148741,INCLINE VIL GEN IMPR,776,locate@ivgid.org,UNKN
INDGID,148794,INDIAN HILLS GENERAL IMPROVEMENT DISTRIC,777,usadig@indianhillsnevada.com,UNKN
INDLAK,148847,"INDIAN LAKES, SA-1",778,sdistricts@madera-county.com,UNKN
ISPWTR,148873,INDIAN SPRINGS WATER COMPANY,779,iswater@att.net,UNKN
INVCSD,148900,INDIAN VALLEY COMMUNITY SERVICE DISTRICT,780,ivcsd@frontiernet.net,UNKN
INDIAN,148952,INDIAN WELLS WTR,781,indian@webtms.usan.org,UNKN
INDWLS,148952,INDIAN WELLS WTR,781,gisiwv@iwvwd.com,UNKN
INDIANN,148952,INDIAN WELLS WTR,781,gisiwv@iwvwd.com,UNKN
INNXCA,148964,"INNEX CALIFORNIA, INC",782,rdataylor@aol.com,UNKN
INTTEL,148973,"INTEGRA TELECOM, INC. - CA",783,emailtkts.nca1@qmanager.utiliquest.com,UNKN
INVPUD,148979,INVERNESS PUD,784,148979@webtms.usan.org,UNKN
INYCSD,148986,INYOKERN COMMUNITY SERVICES DISTRICT,785,brian@inyokerncsd.com,UNKN
IRSHWC,148989,IRISH HILLS MUTUAL WATER COMPANY,786,irshwc@webtms.usan.org,UNKN
IROSAN,148992,IRONHOUSE SANI DIST,787,irosan@webtms.usan.org,UNKN
IMTMWC,148996,IRON MOUNTAIN MUTUAL WATER CO.,788,bgsgv@sbbmail.com,UNKN
ISLENE,148999,ISLAND ENERGY GAS,789,islene@webtms.usan.org,UNKN
ISLEN2,148999,ISLAND ENERGY ELECTRIC,789,islene@webtms.usan.org,UNKN
IVNPUD,149005,IVANHOE P U D,790,ivanhoepud@sbcglobal.net,UNKN
JPOCOM,149013,"JP OIL COMPANY, LLC",791,wesley@jpoil.com,UNKN
JACPIN,149018,JACK PINE ROAD MUTUAL WATER COMPANY,792,ecomdon1933@gmail.com,UNKN
JVAIRR,149022,JACKSON VALLEY IRRIGATION DISTRICT,793,operations@jvid.org,UNKN
JAMSAN,149026,JAMESTOWN SANITARY DISTRICT,794,jamsan@webtms.usan.org,UNKN
JCOWTR,149033,JENNER CO SVC AREA,795,rruwater@sonic.net,UNKN
SIMOES,149123,"JOE SIMOES & SONS DAIRY, INC",796,gotmilk1@frontiernet.net,UNKN
JONWTR,149348,JONES VALLEY CSA#6 WTR,797,shastacsas@att.net,UNKN
JSWCOL,149350,JS WEST PROPANE-COLFAX,798,mholmes@jswest.com,UNKN
JSWELD,149351,J. S. WEST PROPANE 2,799,kmartin@jswest.com,UNKN
JSWPRO,149355,J S WEST PROPANE,800,emcalister@jswest.com,UNKN
JSWGAS,149361,J.S. WEST PROPANE,801,bsmith@jswest.com,G
JSWGAC,149361,J.S.WEST PROPANE,801,scarley@jswest.com,G
JUNELA,149374,JUNE LAKE PUD,802,info@junelakepud.com,UNKN
JUNELAM,149374,JUNE LAKE PUD,802,jlpudnfire@qnet.com,UNKN
KAISER,149400,KAISER FNDA HEALTH,803,rbo-ar@kp.org,UNKN
KAMP10,149420,KAMPS PROPANE #10,804,karpro@webtms.usan.org,UNKN
KAMP14,149420,KAMPS PROPANE #14,804,karpro@webtms.usan.org,UNKN
KAMP24,149420,KAMPS PROPANE #24,804,karpro@webtms.usan.org,UNKN
KAMPS6,149420,KAMPS PROPANE #6,804,karpro@webtms.usan.org,UNKN
KAMPS9,149420,KAMPS PROPANE #9,804,karpro@webtms.usan.org,UNKN
KARPRO,149420,KAMPS PROPANE INC.,804,karpro@webtms.usan.org,UNKN
KANWTR,149427,KANAWHA WATER DIST,805,kwd4debbie@att.net,UNKN
KARUKT,149433,KARUK TRIBE,806,KARUKT@webtms.usan.org,UNKN
KERSEB,149503,KERMAN TEL DBA SEBASTIAN,807,149503@webtms.usan.org,UNKN
KRNWT2,149553,KERN CO WTR AGENCY 2,808,usan_tickets@irth.com,UNKN
KRNWTR,149553,KERN CO WTR AGENCY,808,usan_tickets@irth.com,UNKN
KRNREF,149585,KERN OIL & REFINING,809,korwebcn@korweb.com,P
KRIGAS,149690,KERN RIVER GAS TRANS,810,usan_tickets@irth.com,UNKN
KTUWTR,149742,KERN-TULARE WATER DIST,811,ktuwtr@webtms.usan.org,UNKN
KESWTR,150060,KESWICK CSA #25 WTR,812,shastacsas@att.net,UNKN
KETCSD,150087,KETTLEMAN CITY CSD,813,kccsd@att.net,UNKN
KEYCSD,150113,KEYS COM SVC DIST,814,mjones@keyescsd.org,UNKN
KMEBRE,150140,KINDER MORGAN BRADSHAW EAST,815,onecall_liq@kindermorgan.com,UNKN
KMEBRI,150140,KINDER MORGAN / SFPP-BRI,815,onecall_liq@kindermorgan.com,UNKN
KMECHI,150140,KINDER MORGAN / SFPP-CHI,815,onecall_liq@kindermorgan.com,UNKN
KMECND,150140,KINDER MORGAN / SFPP,815,onecall_liq@kindermorgan.com,UNKN
KMECNE,150140,KINDER MORGAN CONCORD NE,815,onecall_liq@kindermorgan.com,UNKN
KMECNN,150140,KINDER MORGAN CONCORD N,815,onecall_liq@kindermorgan.com,UNKN
KMECNW,150140,KINDER MORGAN CONCORD NW,815,onecall_liq@kindermorgan.com,UNKN
KMEFNC,150140,KINDER MORGAN FRESNO CENTRAL,815,onecall_liq@kindermorgan.com,UNKN
KMEFNN,150140,KINDER MORGAN FRESNO N,815,onecall_liq@kindermorgan.com,UNKN
KMEFNO,150140,KINDER MORGAN / SFPP-FNO,815,onecall_liq@kindermorgan.com,UNKN
KMERCH,150140,KINDER MORGAN / SFPP-RCH,815,onecall_liq@kindermorgan.com,UNKN
KMERSV,150140,KINDER MORGAN / SFPP-RSV,815,onecall_liq@kindermorgan.com,UNKN
KMESAC,150140,KINDER MORGAN / SFPP-SAC,815,onecall_liq@kindermorgan.com,UNKN
KMESJO,150140,KINDER MORGAN / SFPP -SJ,815,onecall_liq@kindermorgan.com,UNKN
KMESTK,150140,KINDER MORGAN / SFPP-STK,815,onecall_liq@kindermorgan.com,UNKN
KMERNO,150153,KINDER MORGAN / SFPP,816,onecall_liq@kindermorgan.com,UNKN
KMERNN,150153,KINDER MORGAN / SFPP,816,onecall_liq@kindermorgan.com,P
KNGGID,150166,KINGSBURY GENIMP DIST,817,knggid@webtms.usan.org,UNKN
KNGWTR,150515,KINGSTON TOWN WATER UTILITY,818,kingstonh2o@gmail.com,UNKN
KMEPUD,150865,KIRKWOOD MEADOWS PUD,819,kmpud@volcano.net,UNKN
KIRKMT,150911,KIRKWOOD MOUNTAIN RESORT L.L.C.,820,tfortune@vailresorts.com,UNKN
KONWTR,150957,KONOCTI CO WTR DIST,821,kcwdplant@mchsi.com,UNKN
KRMUWT,151089,KRISTA MUTUAL WATER CO.,822,krmuwt@webtms.usan.org,UNKN
KTVUTV,151221,KTVU TELEVISION,823,lester.pruitt@fox.com,UNKN
LAVINA,151227,"LA VINA, MD-37",824,sdistricts@madera-county.com,UNKN
LACWTR,151233,LACC MUTUAL WATER CO.,825,laccmwc@frontiernet.net,UNKN
LALWTR,151247,LAKE ALPINE WATER CO.,826,plant@lakealpinewater.com,UNKN
LBEIMD,151260,LAKE BERRYESSA IMPDIST,827,tlamphea@co.napa.ca.us,UNKN
LAKEDP,151273,LAKE DON PEDRO SVCS,828,randy@ldpcsd.org,UNKN
LPIUTL,151280,"LAKE OF THE PINES ASSOCIATION, INC",829,pw@lop.org,UNKN
LWDWTR,151287,LAKE OF THE WOODS WATER,830,lwdwtr@webtms.usan.org,W
LORPUD,151293,LAKE OROVILLE AREAPUD,831,lorpud@loapud.com,UNKN
LPAWTR,151297,LAKESIDE PARK ASSOC.,832,lpawater@outlook.com,UNKN
LHIWTR,151300,LAKEVIEW HILLS COM WATER,833,Rick.Forstall@rocklin.ca.us,UNKN
LSHCS2,151326,LAKE SHASTINA CSD,834,info@lakeshastina.com,UNKN
LAKESH,151356,"LAKE SHORE, MD-6",835,sdistricts@madera-county.com,UNKN
LSIWTR,151359,LAKE SISKIYOU MUT WTR,836,5309189310,UNKN
LAMPUD,151366,LAMONT PUB UTIL DIST,837,rmarquez@lpud.org,UNKN
LCCGID,151369,LANDER COUNTY SEWER & WATER GID #2,838,lccgid@webtms.usan.org,UNKN
LGVSD,151379,LAS GALLINAS VLY S D,839,usa@lgvsd.org,UNKN
LVVWTR,151484,LAS VEGAS VLY WTR,840,lvvwtr@tickets.lvvwd.com,UNKN
LASMUD,151510,LASSEN MUNI UTIL DIST,841,digalert@lmud.org,UNKN
LAPLGS,151517,LASSEN PLUMAS GAS SVC,842,lassenplumasgas@gmail.com,UNKN
LTHDIS,151520,LATHROP IRRIG DISTRICT,843,jgouveia@lathropirrigation.com,UNKN
LATCSD,151523,LATON COM SVC DIST,844,latonsewer@live.com,UNKN
LLLUTL,151525,LAW LIV LAB SITE 300,845,pires1@llnl.gov,UNKN
LLLWTR,151526,LAWRENCE LIVERMORE,846,pires1@llnl.gov,UNKN
LAYWTR,151529,LAYTONVILLE CO WTR DIST,847,info@lcwdh2o.org,UNKN
LGRCSD,151530,LE GRAND COM SVC DIST,848,lgcsdtech1@gmail.com,UNKN
LEBWTR,151531,LEBEC COUNTY WATER DISTRICT,849,lebecwater@att.net,UNKN
LEVCAL,151532,LEVEL 3 COMM - CALIF,850,cl_usan_tickets@irth.com,C
LEVNEV,151533,LEVEL 3 COMMUNICATIONS,851,cl_usan_tickets@irth.com,C
LEWCSD,151536,LEWISTON CSD,852,chriserikson@ymail.com,UNKN
LEWWTR,151538,LEWIS CREEK WATER DIST.,853,james-226@hotmail.com,UNKN
LEMAPT,151543,"LEMOORE APARTMENTS, LLC",854,collegepark@mancoabbott.com,UNKN
LEFOCO,151546,LEPRINO FOODS COMPANY,855,pulsgpr@aol.com,UNKN
LIBUTL,151549,LIBERTY UTIL CALPECO ELEC,856,pam.perkins@libertyutilities.com,UNKN
LIBUT2,151549,LIBERTY UTIL CALPECO ELEC,856,inbox@elmtickets.com,UNKN
LCOPD1,151557,LINCOLN COUNTY POWER DISTRICT NO. 1,857,lcpd1@lcpd1.com,UNKN
LCOTEL,151564,LINCOLN CO TELEPHONE,858,lcts1@lcturbonet.com,UNKN
LCOWTR,151591,LINDA COUNTY WTR DIST,859,ebullard@lindawater.com,UNKN
LINDEL,151617,LINDE LLC,860,dale.jordan@linde.com,UNKN
LINWTR,151643,LINDEN CO WTR DIST,861,jvlindencwd@verizon.net,W
LINIRR,151669,LINDMORE IRR DIST,862,jbaranek@lindmoreid.com,UNKN
LSTIRR,151695,LINDSAY-STRATMORE IRR,863,lsid_usa@lsid.org,UNKN
LAVWMA,151906,LAVWMA,865,lavwma@webtms.usan.org,UNKN
LOCCSD,152011,LOCKEFORD COMMUNITY SERVICES DISTRICT,866,lcsdofc@softcom.net,S
LOCTEC,152024,LOCUS TECHNOLOGIES - RAYTHEON,867,ducassed@locustec.com,UNKN
LODGAS,152038,"LODI GAS STORAGE, LLC",868,usan_tickets@irth.com,UNKN
LODSAC,152038,LODI GAS SACRAMENTO,868,usan_tickets@irth.com,UNKN
LODSTK,152038,LODI GAS STOCKTON,868,usan_tickets@irth.com,UNKN
LMHCOM,152064,LODI MEMORIAL HOSPITAL,869,dclay@lodihealth.org,UNKN
LCEGID,152077,LOGAN CREEK ESTATES GENERAL IMPROVEMENT,870,lcegid@webtms.usan.org,UNKN
LOLETA,152096,LOLETA CSD,871,loletacsd@att.net,UNKN
LONGBO,152237,"LONGBOW, LLC",872,bcaliff@archer-longbow.com,UNKN
LADWPR,152256,LOS ANGELES DEPARTMENT OF WATER AND POWE,873,Aqueduct.Digalert@LADWP.com,UNKN
LOSCSD,152276,LOS OSOS CSD,874,fasuncion@losososcsd.org,UNKN
LOHWTR,152328,LOST HILLS WTR DIST,875,sbottoms@lhwd.org,UNKN
LOHPUD,152354,LOST HILLS UTIL DIST,876,lhudar@exede.net,S
LMEWTR,152361,LOVELOCK MEADOWS WD,877,lmwd@cityoflovelock.com,UNKN
LLCWTR,152364,LOWER LAKE CO. WTR #1,878,lowerlakewater@mchsi.com,UNKN
LBRWTR,152367,LUKINS BROTHERS WATER CO.,879,info@lukinswater.com,W
LOWTUL,152368,LOWER TULE RIVER IRRIGATION DIST,880,152368@webtms.usan.org,UNKN
LYONCU,152374,LYON COUNTY UTILITY,881,lyoncu@webtms.usan.org,UNKN
MACOIL,152379,MACPHERSON OIL COMPANY,882,macoil@webtms.usan.org,G
MALWTR,152381,MALAGA COUNTY WATER DISTRICT,883,lcortez@malagacwd.org,W
MANCSD,152394,MANILA COM SVCS DIST,884,mcsdalerts@gmail.com,S
MCCCSD,152414,MC CLOUD COMMUNITY SERVICES DISTRICT,885,mcsd@ci.mccloudcsd.ca.us,UNKN
MCKESS,152420,MCKESSON CORPORATION,886,bscheibach@aol.com,UNKN
MCKCSD,152434,MCKINLEYVILLE C S D,887,jhenry@mckinleyvillecsd.com,UNKN
MCKINN,152487,MCKINNEY WATER DISTRICT,888,karlagunter@yahoo.com,UNKN
MCIWSA,152539,MCI WORLDCOM CALIFORNIA,889,fer-2@verizon.com,UNKN
MCITST,152565,MCI TEST CODE,890,fer-2uat@verizon.com,C
MCINEV,152565,MCI WORLDCOM NEVADA,890,fer-2@verizon.com,C
MADCHO,152579,MADERA CHOWCHILLA WTR,891,madcho@webtms.usan.org,UNKN
MADIRR,152592,MADERA IRR DIST,892,madirr@webtms.usan.org,UNKN
MADWTR,152598,MADERA WATER DISTRICT,893,madwtr@webtms.usan.org,UNKN
MADRAN,152605,"MADERA RANCHOS, MD-10",894,sdistricts@madera-county.com,UNKN
MVLYWT,152612,MADERA VALLEY WTR CO.,895,maderavalleywater@onemain.com,UNKN
MAMWTR,152645,MAMMOTH COUNTY WATER DISTRICT,896,jbaker@mcwd.dst.ca.us,UNKN
MPSVCI,152698,"MANZANA POWER SERVICES, INC.",897,ManzanaOneCall@iberdrolaren.com,UNKN
MARWTR,152857,MARINA COAST WTR DIST,898,152857@webtms.usan.org,W
MAVIEW,152909,"MARINA VIEW, MD-7",899,sdistricts@madera-county.com,UNKN
MARNMU,152961,MARIN MUNI WTR,900,marnmu@webtms.usan.org,UNKN
MARSWR,152973,MARIPOSA PINES SEWER DISTRICT,901,dnielsen@mariposacounty.org,UNKN
MARPUD,152986,MARIPOSA PUBLIC UTILITY DISTRICT,902,mpudsewer@sti.net,S
MRKPUD,153018,MARKLEEVILLE PUBLIC UTILITY DISTRICT,903,rnj111@frontier.com,S
MRKWTR,153025,MARKLEEVILLE WATER COMPANY,904,rnj111@frontier.com,W
EQUREF,153032,MARTINEZ REFINING/EQUILON,905,tony.cofield@shell.com,UNKN
MMUWTR,153034,MASSINI MUTUAL WATER,906,trishgar@yahoo.com,UNKN
MASTEC,153044,MASTEC NORTH AMERICA,907,mastec@webtms.usan.org,UNKN
MATOIL,153055,MATRIX OIL CORPORATION,908,matoil@webtms.usan.org,UNKN
MAPROW,153077,MAURITSON-PROPERTY OWNER,909,MAPROW@webtms.usan.org,UNKN
MAXPUD,153120,MAXWELL PUD,910,maxwellpud@frontiernet.net,S
MCLBPK,153146,MCCLELLAN BUSINESS PARK,911,jmarenger@mcclellanpark.com,UNKN
MCGSWR,153152,MCGILL-RUTH SEWER & WATER GID,912,mcgswr@webtms.usan.org,UNKN
MDYPRO,153162,"MDY PROPERTIES, INC.",913,mdypro@webtms.usan.org,UNKN
MVIWTR,153172,MEADOW VISTA CO WTR,914,office@mvcwd.com,UNKN
MEDCAL,153289,MEDIACOM CALIFORNIA LLC,915,bstamps@mediacomcc.com,UNKN
MONCOA,153301,MEDIACOM CLEARLAK OAK,916,cbillings@mediacomcc.com,C
MEDCTV,153330,MEDIACOM CALIFORNIA - RIDGECREST,917,tmay@mediacomcc.com,UNKN
MENTRN,153383,MENTREN CORP,918,quadren@aol.com,UNKN
MCOWWD,153396,MENDOCINO CO WTR WRKS,919,native@mcn.org,UNKN
MCOWWDA,153396,MENDOCINO CO WTR WRKS,919,mcwd2@mcn.org,UNKN
MCOWWDM,153396,MENDOCINO CO WTR WRKS,919,native@mcn.org,UNKN
MESABP,153398,MESA BUSINESS PARK,920,blair@ravaranch.com,UNKN
MERIRR,153403,MERCED IRRIGATION DISTRICT,921,jking@mercedid.org,UNKN
MERIRRA,153403,MERCED IRRIGATION DISTRICT,921,jking@mercedid.org,UNKN
MIDWTR,153404,MIDAS WATER COOPERATIVE,922,belmore@wedcoinc.com,W
MYRWTR,153405,"MEYERS WATER COMPANY, INC",923,mattfullner@gmail.com,UNKN
MERIR2,153406,MERCED IRR DIST ELEC,924,midelectriclocator@gmail.com,UNKN
MIAMIC,153407,"MIAMI CREEK, MD-43",925,sdistricts@madera-county.com,UNKN
MIDCSD,153410,MIDWAY COM SVC DIST,926,usawater@comcast.net,UNKN
MIDPEN,153411,MID PENINSULA WATER DIST,927,usatags@midpeninsulawater.org,UNKN
MHEWTR,153412,MIDWAY HEIGHT WTR DIST,928,admin@mhcwd.org,UNKN
MSUGAS,153413,MIDWAY SUNSET CO-GEN,929,admin@midwaysunset.com,UNKN
MPOWTR,153414,MIL POTRERO MUTUAL WATER,930,ac2@mpmwc.com,W
MIDCOG,153415,MID-SET COGENERATION CO.,931,MStroub@chevron.com,UNKN
MHIWWD,153416,MILE HIGH WWD#37,932,specialdistricts@co.fresno.ca.us,UNKN
MCOWTR,153423,MILLVIEW CO WTR DIST,934,fldops@comcast.net,UNKN
MLUWTR,153429,MINA/LUNING WATER SYS,935,hu@gbis.com,UNKN
MGASAN,153459,MINDEN-GARDNRVLLE SD,936,mgasan@webtms.usan.org,UNKN
MIRCSD,153466,MIRANDA COMMUNITY SERVICES DISTRICT,937,mirandacsd@gmail.com,UNKN
MOAPA,153594,MOAPA VLY TELEPHONE,938,plant@mvdsl.com,UNKN
MOAWTR,153647,MOAPA VALLEY WTR DIST,939,locate@moapawater.com,UNKN
MBILIT,153779,"MOBILITIE, LLC",940,MAGNUS@MOBILITIE.COM,UNKN
METTRA,153911,MODESTO&EMPIRE TRACT,941,metusa@metrr.com,UNKN
MODIRR,154016,MODESTO IRRIG,942,modirr@webtms.usan.org,UNKN
